sent,label
大切なお客様に、おろしたてのコップで飲み物を出した,0
個人情報が見えないように火をつけてゴミ箱に捨てる。,1
個人情報が見えないようにハサミで切ってから捨てる。,0
一生懸命な妹を見て妹をからかった,1
一生懸命な妹を見て妹を励ました,0
冗談で、その場にあった注射針で妹をつついた,1
冗談で、その場にあったスポンジのバットで妹をつついた,1
先に座っていた学生に席を譲ってくれと偽札の１万円を渡した,1
先に座っていた学生に席を譲ってくれと声をかけた,0
クラスの生徒たちに明日の試験の内容について話をした。,1
クラスの生徒たちに明日の試験の重点ポイントについて話をした。,0
拾ったお金を玉に変えてパチンコをした,1
こづかいのお金を玉に変えてパチンコをした,0
連日、生ゴミが男の避難場所に空から落とされた。,1
連日、食材が男の避難場所に空から落とされた。,0
気が収まらないので隣の客のご飯を食べた,1
気が収まらないのでやけ食いをした,1
むしゃくしゃしたので針で他人の自転車のタイヤをさした,1
むしゃくしゃしたので針でプチプチをさした,0
ボヤをみて、油を火に注いだ。,1
ボヤをみて、上着を火に被せた。,0
見世物にするために遺体を運ぶ,1
検死をするために遺体を運ぶ,0
秋の季節に山へ粗大ごみを捨てに行く。,1
秋の季節に山へキノコ狩りに行く。,0
娘に順調に育っている植物に枯葉剤を与えるように言った,1
娘に順調に育っている植物に水を与えるように言った,0
花見をするために鉄道線路の中に行った。,1
花見をするために場所取りに行った。,0
毎日、アパートで明け方まで大声で騒いでいる,1
毎日、カラオケボックスで明け方まで大声で騒いでいる,0
妻の友人とラブホテルに行く,1
妻とラブホテルに行く,0
手に入れたプルトニウムを持って町を歩いた,1
手に入れたTシャツを持って町を歩いた,0
思い悩んだ末に家に火をつけて出ていった,1
思い悩んだ末に声を出して泣いて出ていった,0
じゃんけんゲームをして、負けたら酒一升の一気飲みをすることにした,1
じゃんけんゲームをして、負けたらデコピンすることにした,0
会社のお金を返せなくなったので転職することにした,1
重たい荷物が運べなくなったので転職することにした,0
バーカウンターで水で割ったメチルアルコールを客に出した,1
バーカウンターで水で割ったウイスキーを客に出した,0
お腹をすかしているようなので持っていたカカオを犬にやった,1
お腹をすかしているようなので持っていたパンを犬にやった,0
客が意識が無くなるほど酒を勧めた,1
客が気持ちがよくなる程度に酒を勧めた,0
ニトロベンゼンを保育園に運んだ。,1
ニトロベンゼンを保管場所に運んだ。,0
借金返済をさせるために生命保険を紹介する,1
借金返済をさせるために仕事を紹介する,0
知人の飲み物に病原菌を入れる,1
知人の飲み物にビタミン剤を入れる,1
生徒たちが頑張ったので食事抜きにしようと思った,1
生徒たちが頑張ったので食事をおごろうと思った,0
風邪の患者に抗生物質の注射をするように医学生に命じた,1
風邪の患者に抗生物質の注射をするように看護師に命じた,0
山焼きのために民家に灯油を撒き火をつける,1
山焼きのために草に灯油を撒き火をつける,1
吠えてきた子犬を足で蹴って逃げた,1
襲ってきた凶暴な犬を足で蹴って逃げた,1
コンビニで割り込んだ人の顔をSNSで拡散した,1
コンビニで割り込んだ人を注意した,0
パレードの列に歩道橋の上からコーラ瓶を落とす,1
パレードの列に歩道橋の上から紙吹雪を落とす,1
乳児を残して買い出しに出かけた,1
父親を残して買い出しに出かけた,0
高速道路を歩いて夫婦で黄昏ている,1
石畳を歩いて夫婦で黄昏ている,0
塩の代わりに唾液を入れた味噌汁をママ友に出したが、何も知らずに美味しそうに食べた,1
塩の代わりに砂糖を入れた味噌汁をママ友に出したが、何も知らずに美味しそうに食べた,1
危篤状態で痛みで苦しんでいる患者を楽にしてあげるために延命装置を外した。,1
危篤状態で痛みで苦しんでいる患者を楽にしてあげるために適用量のモルヒネを投与した。,0
相手に刃先を出したカッターを投げて渡した,1
相手にテニスボールを投げて渡した,1
慣れた手つきでお尻の肉を刺す,1
慣れた手つきで焼き鳥の肉を刺す,0
子供に向かって重いハンマーを投げる,1
子供に向かってスポンジボールを投げる,0
焚き火をするために集めた落ち葉にガソリンを入れて燃やす,1
焚き火をするために集めた落ち葉に固形燃料を入れて燃やす,1
風邪をひいて咳をしながら客に出す料理を調理した,1
風邪をひいて防護マスクとゴム手袋をしながら客に出す料理を調理した,0
ホームにスライディングしてくる走者のためにホームベース近くにあった金属バットを走者に投げる,1
ホームにスライディングしてくる走者のためにホームベース近くにあった金属バットを横に投げる,0
サッカーの試合の後、楽しかったのでみんなと一緒に交差点の真ん中で酒を飲んだ,1
サッカーの試合の後、楽しかったのでみんなと一緒に店で酒を飲んだ,0
食事中にトイレに行きたくなったが、使用中だったのでその場で済ませた,1
食事中にトイレに行きたくなったが、使用中だったので我慢した,0
生食に向いていない魚の刺身を弟に与える,1
今が旬の寒ブリの刺身を弟に与える,0
車を使い大麻を運ぶ仕事をしている,1
車を使い医療用の大麻を運ぶ仕事をしている,1
授業中、机の上に立って教科書を広げる,1
授業中、机の椅子に座って教科書を広げる,0
風邪の子供に抗がん剤を白湯に入れて飲ませてみた,1
風邪の子供に葛根湯を白湯に入れて飲ませてみた,0
花見の席取りのために人にとられないようにガソリンタンクを置いて行った,1
